"Kod"	"Överordnad kod"	"Titel"	"Förkortning(ar)"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Kodningsinformation"
"VHC21"	"VHC"	"Ligatur eller delning av a. iliaca externa"	""	""	""	""	""	""
"VHC31"	"VHC"	"Ligatur eller delning av a. iliaca interna"	""	""	""	""	""	""
"VHC99"	"VHC"	"Ligatur eller delning av annan bäckenartär"	""	""	""	""	""	""
"VHE"	"VH"	"Trombektomi eller embolektomi i bäckenartär"	""	""	""	""	""	""
"VHE00"	"VHE"	"Trombektomi eller embolektomi i tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHE11"	"VHE"	"Trombektomi eller embolektomi i a. iliaca communis"	""	""	""	""	""	""
"VHE21"	"VHE"	"Trombektomi eller embolektomi i a. iliaca externa"	""	""	""	""	""	""
"VHE31"	"VHE"	"Trombektomi eller embolektomi i a. iliaca interna"	""	""	""	""	""	""
"VHE99"	"VHE"	"Trombektomi eller embolektomi i annan bäckenartär"	""	""	""	""	""	""
"VHF"	"VH"	"Endartärektomi i bäckenartär"	""	""	""	""	""	""
"VHF11"	"VHF"	"Endartärektomi i a. iliaca communis"	""	""	""	""	""	""
"VHF21"	"VHF"	"Endartärektomi i a. iliaca externa"	""	""	""	""	""	""
"VHF31"	"VHF"	"Endartärektomi i a. iliaca interna"	""	""	""	""	""	""
"VHF99"	"VHF"	"Endartärektomi i annan bäckenartär"	""	""	""	""	""	""
"VHG"	"VH"	"Öppen plastik på bäckenartär"	""	""	""	""	""	""
"VHG00"	"VHG"	"Öppen plastik på tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHG11"	"VHG"	"Öppen plastik på a. iliaca communis"	""	""	""	""	""	""
"VHG21"	"VHG"	"Öppen plastik på a. iliaca externa"	""	""	""	""	""	""
"VHG31"	"VHG"	"Öppen plastik på a. iliaca interna"	""	""	""	""	""	""
"VHG99"	"VHG"	"Öppen plastik på annan bäckenartär"	""	""	""	""	""	""
"VHJ"	"VH"	"Bypass, interpositionsgraft eller extraanatomisk revaskularisering i eller från bäckenartär"	""	""	""	""	""	""
"VHJ00"	"VHJ"	"Bypass eller interpositionsgraft från tidigare rekonstruktion på bäckenartär"	""	""	""	""	""	""
"VHJ11"	"VHJ"	"Bypass eller interpositionsgraft från a. iliaca communis till ipsilaterala a. iliaca"	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till ipsilaterala a. iliaca externa"	""	""	""
"VHJ11"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till ipsilaterala a. iliaca interna"	""	""	""
"VHJ11"	""	""	""	""	"Interpositionsgraft i a. iliaca communis"	""	""	""
"VHJ12"	"VHJ"	"Bypass eller interpositionsgraft från a. iliaca communis till ipsilaterala a. femoralis"	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till ipsilaterala a. femoralis communis"	""	""	""
"VHJ12"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till ipsilaterala a. femoralis superficialis"	""	""	""
"VHJ12"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till ipsilaterala a. profunda femoris"	""	""	""
"VHJ13"	"VHJ"	"Bypass eller interpositionsgraft från a. iliaca communis till kontralaterala a. iliaca"	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till kontralaterala a. iliaca communis"	""	""	""
"VHJ13"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till kontralaterala a. iliaca externa"	""	""	""
"VHJ13"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till kontralaterala a. iliaca interna"	""	""	""
"VHJ14"	"VHJ"	"Bypass eller interpositionsgraft från a. iliaca communis till kontralaterala a. femoralis"	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till kontralaterala a. femoralis communis"	""	""	""
"VHJ14"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till kontralaterala a. femoralis superficialis"	""	""	""
"VHJ14"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till kontralaterala a. profunda femoris"	""	""	""
"VHJ15"	"VHJ"	"Bypass eller interpositionsgraft från a. iliaca communis till a. iliaca eller a. femoralis bilateralt"	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till a. femoralis bilateralt"	""	""	""
"VHJ15"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till a. iliaca bilateralt"	""	""	""
"VHJ15"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till ipsilaterala a. femoralis och till kontralaterala a. iliaca"	""	""	""
"VHJ15"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca communis till ipsilaterala a. iliaca och till kontralaterala a. femoralis"	""	""	""
"VHJ16"	"VHJ"	"Extraanatomisk revaskularisering från a. iliaca communis till visceralartär(er)"	""	""	"Extraanatomisk revaskularisering från a. iliaca communis till a. mesenterica superior"	""	""	""
"VHJ16"	""	""	""	""	"Extraanatomisk revaskularisering från a. iliaca communis till ipsilaterala a. renalis"	""	""	""
"VHJ16"	""	""	""	""	"Extraanatomisk revaskularisering från a. iliaca communis till kontralaterala a. renalis"	""	""	""
"VHJ16"	""	""	""	""	"Extraanatomisk revaskularisering från a. iliaca communis till truncus coeliacus"	""	""	""
"VHJ21"	"VHJ"	"Interpositionsgraft i a. iliaca externa"	""	""	""	""	""	""
"VHJ22"	"VHJ"	"Bypass eller interpositionsgraft från a. iliaca externa till ipsilaterala a. femoralis"	""	""	"Bypass eller interpositionsgraft från a. iliaca externa till ipsilaterala a. femoralis communis"	""	""	""
"VHJ22"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca externa till ipsilaterala a. femoralis superficialis"	""	""	""
"VHJ22"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca externa till ipsilaterala a. profunda femoris"	""	""	""
"VHJ24"	"VHJ"	"Bypass eller interpositionsgraft från a. iliaca externa till kontralaterala a. femoralis"	""	""	"Bypass eller interpositionsgraft från a. iliaca externa till kontralaterala a. femoralis communis"	""	""	""
"VHJ24"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca externa till kontralaterala a. femoralis superficialis"	""	""	""
"VHJ24"	""	""	""	""	"Bypass eller interpositionsgraft från a. iliaca externa till kontralaterala a. profunda femoris"	""	""	""
"VHJ31"	"VHJ"	"Interpositionsgraft i a. iliaca interna"	""	""	""	""	""	""
"VHJ99"	"VHJ"	"Bypass eller interpositionsgraft från annan bäckenartär till annan artär"	""	""	""	""	""	""
"VHK"	"VH"	"Öppet borttagande av graft eller främmande material från bäckenartär"	""	""	""	""	""	""
"VHK10"	"VHK"	"Öppet borttagande av graft eller främmande material från a. iliaca communis"	""	""	""	""	""	""
"VHK20"	"VHK"	"Öppet borttagande av graft eller främmande material från a. iliaca externa"	""	""	""	""	""	""
"VHK30"	"VHK"	"Öppet borttagande av graft eller främmande material från a. iliaca interna"	""	""	""	""	""	""
"VHK90"	"VHK"	"Öppet borttagande av graft eller främmande material från annan bäckenartär"	""	""	""	""	""	""
"VHL"	"VH"	"Annan öppen operation på bäckenartär"	""	""	""	""	""	""
"VHL00"	"VHL"	"Annan öppen operation på tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHL11"	"VHL"	"Annan öppen operation på a. iliaca communis"	""	""	""	""	""	""
"VHL21"	"VHL"	"Annan öppen operation på a. iliaca externa"	""	""	""	""	""	""
"VHL31"	"VHL"	"Annan öppen operation på a. iliaca interna"	""	""	""	""	""	""
"VHL99"	"VHL"	"Annan öppen operation på annan bäckenartär"	""	""	""	""	""	""
"VHN"	"VH"	"Perkutan transluminal angioplastik (PTA) eller perkutan subintimal angioplastik (SAP) i bäckenartär"	""	""	""	""	""	""
"VHN00"	"VHN"	"Perkutan transluminal angioplastik (PTA) i tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHN11"	"VHN"	"Perkutan transluminal angioplastik (PTA) eller perkutan subintimal angioplastik (SAP) i a. iliaca communis"	""	""	""	""	""	""
"VHN21"	"VHN"	"Perkutan transluminal angioplastik (PTA) eller perkutan subintimal angioplastik (SAP) i a. iliaca externa"	""	""	""	""	""	""
"VHN31"	"VHN"	"Perkutan transluminal angioplastik (PTA) eller perkutan subintimal angioplastik (SAP) i a. iliaca interna"	""	""	""	""	""	""
"VHN99"	"VHN"	"Perkutan transluminal angioplastik (PTA) eller perkutan subintimal angioplastik (SAP) i annan bäckenartär"	""	""	""	""	""	""
"VHP"	"VH"	"Endovaskulär inläggning av stent i bäckenartär"	""	""	""	""	""	""
"VHP00"	"VHP"	"Endovaskulär inläggning av stent i tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHP11"	"VHP"	"Endovaskulär inläggning av stent i a. iliaca communis"	""	""	""	""	"Endovaskulär inläggning av stent i aortabifurkationen (Kissing stents), se VBP44"	""
"VHP21"	"VHP"	"Endovaskulär inläggning av stent i a. iliaca externa"	""	""	""	""	""	""
"VHP31"	"VHP"	"Endovaskulär inläggning av stent i a. iliaca interna"	""	""	""	""	""	""
"VHP99"	"VHP"	"Endovaskulär inläggning av stent i annan bäckenartär"	""	""	""	""	""	""
"VHQ"	"VH"	"Endovaskulär inläggning av stentgraft i bäckenartär"	""	""	""	""	""	""
"VHQ00"	"VHQ"	"Endovaskulär inläggning av stentgraft i tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHQ11"	"VHQ"	"Endovaskulär inläggning av stentgraft i a. iliaca communis"	""	""	""	""	""	""
"VHQ21"	"VHQ"	"Endovaskulär inläggning av stentgraft i a. iliaca externa"	""	""	""	""	""	""
"VHQ31"	"VHQ"	"Endovaskulär inläggning av stentgraft i a. iliaca interna"	""	""	""	""	""	""
"VHQ99"	"VHQ"	"Endovaskulär inläggning av stentgraft i annan bäckenartär"	""	""	""	""	""	""
"VHR"	"VH"	"Lokal trombolys i bäckenartär"	""	""	""	""	""	""
"VHR00"	"VHR"	"Lokal trombolys i tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHR11"	"VHR"	"Lokal trombolys i a. iliaca communis"	""	""	""	""	""	""
"VHR21"	"VHR"	"Lokal trombolys i a. iliaca externa"	""	""	""	""	""	""
"VHR31"	"VHR"	"Lokal trombolys i a. iliaca interna"	""	""	""	""	""	""
"VHR99"	"VHR"	"Lokal trombolys i annan bäckenartär"	""	""	""	""	""	""
"VHS"	"VH"	"Perkutan mekanisk trombektomi eller embolektomi i bäckenartär"	""	""	""	""	""	""
"VHS00"	"VHS"	"Perkutan mekanisk trombektomi eller embolektomi i tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHS11"	"VHS"	"Perkutan mekanisk trombektomi eller embolektomi i a. iliaca communis"	""	""	""	""	""	""
"VHS21"	"VHS"	"Perkutan mekanisk trombektomi eller embolektomi i a. iliaca externa"	""	""	""	""	""	""
"VHS31"	"VHS"	"Perkutan mekanisk trombektomi eller embolektomi i a. iliaca interna"	""	""	""	""	""	""
"VHS99"	"VHS"	"Perkutan mekanisk trombektomi eller embolektomi i annan bäckenartär"	""	""	""	""	""	""
"VHT"	"VH"	"Endovaskulär inläggning av ockluderande material i bäckenartär"	""	""	""	""	""	""
"VHT00"	"VHT"	"Endovaskulär inläggning av ockluderande material i tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHT11"	"VHT"	"Endovaskulär inläggning av ockluderande material i a. iliaca communis"	""	""	""	""	""	""
"VHT21"	"VHT"	"Endovaskulär inläggning av ockluderande material i a. iliaca externa"	""	""	""	""	""	""
"VHT31"	"VHT"	"Endovaskulär inläggning av ockluderande material i a. iliaca interna"	""	""	""	""	""	""
"VHT49"	"VHT"	"Endovaskulär inläggning av ockluderande material i prostataartär"	""	""	""	""	""	""
"VHT99"	"VHT"	"Endovaskulär inläggning av ockluderande material i annan bäckenartär"	""	""	""	""	""	""
"VHU"	"VH"	"Endovaskulärt uttagande av främmande material från bäckenartär"	""	""	""	""	""	""
"VHU00"	"VHU"	"Endovaskulärt uttagande av främmande material från tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHU11"	"VHU"	"Endovaskulärt uttagande av främmande material från a. iliaca communis"	""	""	""	""	""	""
"VHU21"	"VHU"	"Endovaskulärt uttagande av främmande material från a. iliaca externa"	""	""	""	""	""	""
"VHU31"	"VHU"	"Endovaskulärt uttagande av främmande material från a. iliaca interna"	""	""	""	""	""	""
"VHU99"	"VHU"	"Endovaskulärt uttagande av främmande material från annan bäckenartär"	""	""	""	""	""	""
"VHW"	"VH"	"Annan endovaskulär operation i bäckenartär"	""	""	""	""	""	""
"VHW00"	"VHW"	"Annan endovaskulär operation i tidigare rekonstruktion i eller från bäckenartär"	""	""	""	""	""	""
"VHW11"	"VHW"	"Annan endovaskulär operation i a. iliaca communis"	""	""	""	""	""	""
"VHW21"	"VHW"	"Annan endovaskulär operation i a. iliaca externa"	""	""	""	""	""	""
"VHW31"	"VHW"	"Annan endovaskulär operation i a. iliaca interna"	""	""	""	""	""	""
"VHW99"	"VHW"	"Annan endovaskulär operation i annan bäckenartär"	""	""	""	""	""	""
"VJ"	"V"	"Operationer på a. femoralis och a. poplitea samt AV-graft och AV-fistlar från a. femoralis"	""	"Inkluderar inte operationer på eller till infrapopliteala artärer"	""	""	""	""
"VJA"	"VJ"	"Öppen exploration av a. femoralis och a. poplitea"	""	""	""	""	""	""
"VJA00"	"VJA"	"Öppen exploration av tidigare rekonstruktion på a. femoralis eller a. poplitea"	""	""	""	""	""	""
"VJA18"	"VJA"	"Öppen exploration av AV-graft eller AV-fistel från a. femoralis"	""	""	""	""	""	""
"VJA19"	"VJA"	"Öppen exploration av a. femoralis"	""	""	""	""	""	""
"VJA44"	"VJA"	"Öppen exploration av a. poplitea ovanför knäleden"	""	""	""	""	""	""
"VJA55"	"VJA"	"Öppen exploration av a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJB"	"VJ"	"Sutur på a. femoralis och a. poplitea"	""	""	""	""	""	""
"VJB00"	"VJB"	"Sutur på tidigare rekonstruktion på a. femoralis eller a. poplitea"	""	""	""	""	""	""
"VJB11"	"VJB"	"Sutur på a. femoralis communis"	""	""	""	""	""	""
"VJB18"	"VJB"	"Sutur på AV-graft eller AV-fistel från a. femoralis"	""	""	""	""	""	""
"VJB22"	"VJB"	"Sutur på a. profunda femoris"	""	""	""	""	""	""
"VJB33"	"VJB"	"Sutur på a. femoralis superficialis"	""	""	""	""	""	""
"VJB44"	"VJB"	"Sutur på a. poplitea ovanför knäleden"	""	""	""	""	""	""
"VJB55"	"VJB"	"Sutur på a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJC"	"VJ"	"Ligatur eller delning av a. femoralis och a. poplitea"	""	""	""	""	""	""
"VJC00"	"VJC"	"Ligatur eller delning av tidigare rekonstruktion på a. femoralis eller a. poplitea"	""	""	""	""	""	""
"VJC11"	"VJC"	"Ligatur eller delning av a. femoralis communis"	""	""	""	""	""	""
"VJC18"	"VJC"	"Ligatur eller delning av AV-graft eller AV-fistel från a. femoralis communis"	""	""	""	""	""	""
"VJC22"	"VJC"	"Ligatur eller delning av a. profunda femoris"	""	""	""	""	""	""
"VJC28"	"VJC"	"Ligatur eller delning av AV-graft eller AV-fistel från a. profunda femoralis"	""	""	""	""	""	""
"VJC33"	"VJC"	"Ligatur eller delning av a. femoralis superficialis"	""	""	""	""	""	""
"VJC38"	"VJC"	"Ligatur eller delning av AV-graft eller AV-fistel från a. femoralis superficialis"	""	""	""	""	""	""
"VJC44"	"VJC"	"Ligatur eller delning av a. poplitea ovanför knäleden"	""	""	""	""	""	""
"VJC55"	"VJC"	"Ligatur eller delning av a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJD"	"VJ"	"Öppen försnävning av AV-graft eller AV-fistel från a. femoralis"	""	""	""	""	""	""
"VJD18"	"VJD"	"Öppen försnävning av AV-graft eller AV-fistel från a. femoralis communis"	""	""	""	""	""	""
"VJD28"	"VJD"	"Öppen försnävning av AV-graft eller AV-fistel från a. profunda femoris"	""	""	""	""	""	""
"VJD38"	"VJD"	"Öppen försnävning av AV-graft eller AV-fistel från a. femoralis superficialis"	""	""	""	""	""	""
"VJE"	"VJ"	"Trombektomi eller embolektomi i a. femoralis och a. poplitea"	""	""	""	""	""	""
"VJE00"	"VJE"	"Trombektomi eller embolektomi i tidigare rekonstruktion från a. femoralis till a. poplitea eller kontralateral artär"	""	""	""	""	""	""
"VJE18"	"VJE"	"Trombektomi eller embolektomi av tromb eller embolus i AV-graft eller AV-fistel från a. femoralis communis"	""	""	""	""	""	""
"VJE19"	"VJE"	"Trombektomi eller embolektomi från a. femoralis communis"	""	""	""	""	""	""
"VJE28"	"VJE"	"Trombektomi eller embolektomi av tromb eller embolus i AV-graft eller AV-fistel från a. profunda femoris"	""	""	""	""	""	""
"VJE38"	"VJE"	"Trombektomi eller embolektomi av tromb eller embolus i AV-graft eller AV-fistel från a. femoralis superficialis"	""	""	""	""	""	""
"VJE44"	"VJE"	"Trombektomi eller embolektomi från a. poplitea ovanför knäleden"	""	""	""	""	""	""
"VJE55"	"VJE"	"Trombektomi eller embolektomi från a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJF"	"VJ"	"Endartärektomi i a. femoralis och a. poplitea"	""	""	""	""	""	""
"VJF11"	"VJF"	"Endartärektomi i a. femoralis communis"	""	""	""	""	""	""
"VJF12"	"VJF"	"Endartärektomi från a. femoralis communis till a. profunda femoris"	""	""	""	""	""	""
"VJF13"	"VJF"	"Endartärektomi från a. femoralis communis till a. femoralis superficialis"	""	""	""	""	""	""
"VJF44"	"VJF"	"Endartärektomi i a. poplitea ovanför knäleden"	""	""	""	""	""	""
"VJF55"	"VJF"	"Endartärektomi i a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJG"	"VJ"	"Öppen plastik på a. femoralis och a. poplitea"	""	""	""	""	""	""
"VJG00"	"VJG"	"Öppen plastik på tidigare rekonstruktion i eller från a. femoralis till a. poplitea eller kontralateral artär"	""	""	""	""	""	""
"VJG11"	"VJG"	"Öppen plastik på a. femoralis communis"	""	""	""	""	""	""
"VJG12"	"VJG"	"Öppen plastik på a. profunda femoris (profundaplastik)"	""	""	""	""	""	""
"VJG18"	"VJG"	"Öppen plastik på AV-graft eller AV-fistel från a. femoralis communis"	""	""	""	""	""	""
"VJG28"	"VJG"	"Öppen plastik på AV-graft eller AV-fistel från a. profunda femoris"	""	""	""	""	""	""
"VJG33"	"VJG"	"Öppen plastik på a. femoralis superficialis"	""	""	""	""	""	""
"VJG38"	"VJG"	"Öppen plastik på AV-graft eller AV-fistel från a. femoralis superficialis"	""	""	""	""	""	""
"VJG44"	"VJG"	"Öppen plastik på a. poplitea ovanför knäleden"	""	""	""	""	""	""
"VJG45"	"VJG"	"Öppen plastik från a. poplitea ovanför knäleden till a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJG55"	"VJG"	"Öppen plastik på a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJH"	"VJ"	"Reimplantation (reanastomos) av a. poplitea samt anläggande av AV-fistel från a. femoralis"	""	""	""	""	""	""
"VJH18"	"VJH"	"Anläggande av AV-fistel från a. femoralis communis"	""	""	""	""	""	""
"VJH28"	"VJH"	"Anläggande av AV-fistel från a. profunda femoris"	""	""	""	""	""	""
"VJH39"	"VJH"	"Anläggande av AV-fistel från a. femoralis superficialis"	""	""	""	""	""	""
"VJH44"	"VJH"	"Reimplantation/reanastomos av a. poplitea ovanför knäleden"	""	""	""	""	""	""
"VJH45"	"VJH"	"Reimplantation/reanastomos av a. poplitea ovanför knäleden till a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJH55"	"VJH"	"Reimplantation/reanastomos av a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJJ"	"VJ"	"Bypass eller interpositionsgraft från a. femoralis till a. poplitea eller kontralateral artär samt AV-graft från a. femoralis"	""	""	""	""	""	""
"VJJ00"	"VJJ"	"Bypass från tidigare rekonstruktion från a. femoralis till a. poplitea eller kontralateral artär"	""	""	""	""	""	""
"VJJ11"	"VJJ"	"Interpositionsgraft i a. femoralis communis"	""	""	""	""	""	""
"VJJ12"	"VJJ"	"Interpositionsgraft från a. femoralis communis till a. profunda femoris"	""	"Oftast i kombination med VJJ13"	""	""	""	""
"VJJ13"	"VJJ"	"Interpositionsgraft från a. femoralis communis till a. femoralis superficialis"	""	"Oftast i kombination med VJJ12"	""	""	""	""
"VJJ14"	"VJJ"	"Bypass från a. femoralis communis till a. poplitea ovanför knäleden"	""	""	""	""	""	""
"VJJ15"	"VJJ"	"Bypass från a. femoralis communis till a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJJ16"	"VJJ"	"Bypass från a. femoralis communis till kontralaterala a. femoralis"	""	""	""	""	""	""
"VJJ18"	"VJJ"	"AV-graft från a. femoralis communis"	""	""	""	""	""	""
"VJJ24"	"VJJ"	"Bypass från a. profunda femoris till a. poplitea ovanför knäleden"	""	""	""	""	""	""
"VJJ25"	"VJJ"	"Bypass från a. profunda femoris till a. poplitea nedanför knäleden"	""	""	""	""	""	""
"VJJ28"	"VJJ"	"AV-graft från a. profunda femoris"	""	""	""	""	""	""
